/home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/center_2026_05_04_12_47_26_140.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/left_2026_05_04_12_47_26_140.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/right_2026_05_04_12_47_26_140.jpg, 0, 0, 0, 5.001752E-05
/home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/center_2026_05_04_12_47_26_240.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/left_2026_05_04_12_47_26_240.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/right_2026_05_04_12_47_26_240.jpg, 0, 0, 0, 5.006332E-05
/home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/center_2026_05_04_12_47_26_357.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/left_2026_05_04_12_47_26_357.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/right_2026_05_04_12_47_26_357.jpg, 0, 0, 0, 5.010836E-05
/home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/center_2026_05_04_12_47_26_459.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/left_2026_05_04_12_47_26_459.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/right_2026_05_04_12_47_26_459.jpg, 0, 0, 0, 5.048365E-05
/home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/center_2026_05_04_12_47_26_575.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/left_2026_05_04_12_47_26_575.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/right_2026_05_04_12_47_26_575.jpg, 0, 0, 0, 4.998491E-05
/home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/center_2026_05_04_12_47_26_688.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/left_2026_05_04_12_47_26_688.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/right_2026_05_04_12_47_26_688.jpg, 0, 0, 0, 5.022973E-05
/home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/center_2026_05_04_12_47_26_792.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/left_2026_05_04_12_47_26_792.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/right_2026_05_04_12_47_26_792.jpg, 0, 0, 0, 5.059685E-05
/home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/center_2026_05_04_12_47_26_901.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/left_2026_05_04_12_47_26_901.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/right_2026_05_04_12_47_26_901.jpg, 0, 0, 0, 5.050168E-05
/home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/center_2026_05_04_12_47_27_015.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/left_2026_05_04_12_47_27_015.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/right_2026_05_04_12_47_27_015.jpg, 0, 0, 0, 5.088011E-05
/home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/center_2026_05_04_12_47_27_119.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/left_2026_05_04_12_47_27_119.jpg, /home/mongoose/Desktop/self_driving_car/simulator-linux/Data/IMG/right_2026_05_04_12_47_27_119.jpg, 0, 0, 0, 5.091143E-05
